"id","distributor","invoice","date","isbn","title","author","qty","rrp","disc","lineCost","lineRRP","publisher"
674,"Macmillan Distribution (MDL)",61134297,"16-Oct-24",9781804541937,"Henry V","JonesDan",1,25,50,12.5,25,"Head of Zeus"
675,"Macmillan Distribution (MDL)",62409206,"10-Dec-24",9781804541937,"Henry V","JonesDan",1,25,50,12.5,25,"Head of Zeus"
676,"Macmillan Distribution (MDL)",62483732,"15-Dec-24",9781804541937,"Henry V","JonesDan",1,25,50,12.5,25,"Head of Zeus"
677,"Macmillan Distribution (MDL)",56076063,"18-Mar-24",9781804540916,"Death and the Conjuror","Tom Mead",1,9.99,50,5,9.99,"Head of Zeus"
678,"Macmillan Distribution (MDL)",61134297,"16-Oct-24",9781804540916,"Death and the Conjuror","Tom Mead",1,9.99,50,5,9.99,"Head of Zeus"
679,"Macmillan Distribution (MDL)",60562368,"01-Oct-24",9781804540626,"Sword of the War God","Tim Hodkinson",2,10.99,50,10.99,21.98,"undefined"
680,"Macmillan Distribution (MDL)",62023049,"25-Nov-24",9781804540626,"Sword of the War God","Tim Hodkinson",1,10.99,50,5.5,10.99,"undefined"
681,"Macmillan Distribution (MDL)",57145638,"25-Apr-24",9781804540268,"The Colonel and the Eunuch","JiaMai",2,20,50,20,40,"Head of Zeus"
682,"Macmillan Distribution (MDL)",59632102,"19-Aug-24",9781804540091,"Nowhere Island","UnsworthTania",2,8.99,50,8.99,17.98,"undefined"
683,"Macmillan Distribution (MDL)",54485411,"02-Jan-24",9781804540008,"One That Got Away The","RixonCharlotte",2,9.99,50,9.99,19.98,"Head of Zeus"
684,"Macmillan Distribution (MDL)",54703869,"16-Jan-24",9781804540008,"One That Got Away The","RixonCharlotte",2,9.99,50,9.99,19.98,"Head of Zeus"
685,"Macmillan Distribution (MDL)",57899462,"31-May-24",9781804540008,"One That Got Away The","RixonCharlotte",1,9.99,50,5,9.99,"Head of Zeus"
686,"Macmillan Distribution (MDL)",58920635,"16-Jul-24",9781804540008,"One That Got Away The","RixonCharlotte",1,9.99,50,5,9.99,"Head of Zeus"
687,"Macmillan Distribution (MDL)",61351972,"24-Oct-24",9781804369890,"When Women Ran Fifth Avenue","Satow Julie",1,20,40,12,20,"Unknown Publisher"
688,"Macmillan Distribution (MDL)",62512333,"16-Dec-24",9781804369890,"When Women Ran Fifth Avenue","Satow Julie",1,20,40,12,20,"Unknown Publisher"
689,"Macmillan Distribution (MDL)",57433730,"09-May-24",9781804368145,"A Litter of Bones","Kirk JD",2,9.99,40,11.99,19.98,"Canelo"
690,"Macmillan Distribution (MDL)",56509423,"03-Apr-24",9781804367308,"Savage Ridge","Greene Morgan",120,9.99,55,539.46,1198.8,"undefined"
691,"Macmillan Distribution (MDL)",59505801,"12-Aug-24",9781804367308,"Savage Ridge","Greene Morgan",1,9.99,40,5.99,9.99,"undefined"
692,"Macmillan Distribution (MDL)",61551351,"04-Nov-24",9781804367308,"Savage Ridge","Greene Morgan",1,9.99,40,5.99,9.99,"undefined"
693,"Macmillan Distribution (MDL)",62725949,"24-Dec-24",9781804367308,"Savage Ridge","Greene Morgan",1,9.99,40,5.99,9.99,"undefined"
694,"Macmillan Distribution (MDL)",54935867,"25-Jan-24",9781804367155,"A Grave for a Thief","Skelton Douglas",1,18.99,40,11.39,18.99,"Canelo"
695,"Macmillan Distribution (MDL)",57145638,"25-Apr-24",9781804367049,"Estella's Revenge","Havelocke Barbara",2,18.99,40,22.79,37.98,"HERA"
696,"Macmillan Distribution (MDL)",57944158,"03-Jun-24",9781804366493,"The Fisherman","Langan John",1,9.99,40,5.99,9.99,"Unknown Publisher"
697,"Macmillan Distribution (MDL)",59926645,"30-Aug-24",9781804366493,"The Fisherman","Langan John",1,9.99,40,5.99,9.99,"Unknown Publisher"
698,"Macmillan Distribution (MDL)",61411150,"28-Oct-24",9781804366493,"The Fisherman","Langan John",1,9.99,40,5.99,9.99,"Unknown Publisher"
699,"Macmillan Distribution (MDL)",62139497,"29-Nov-24",9781804366493,"The Fisherman","Langan John",1,9.99,40,5.99,9.99,"Unknown Publisher"
700,"Macmillan Distribution (MDL)",57203913,"29-Apr-24",9781804366257,"The African Samurai","Shreve Craig",1,9.99,40,5.99,9.99,"Canelo"
701,"Macmillan Distribution (MDL)",61411150,"28-Oct-24",9781804366257,"The African Samurai","Shreve Craig",1,9.99,40,5.99,9.99,"Canelo"
702,"Macmillan Distribution (MDL)",58306333,"17-Jun-24",9781804365878,"Anthrax Island","Marshall D. L.",1,9.99,40,5.99,9.99,"Canelo"
703,"Macmillan Distribution (MDL)",58040368,"09-Jun-24",9781804365700,"Leeward","Daysh Katie",1,9.99,40,5.99,9.99,"Canelo"
704,"Macmillan Distribution (MDL)",59227100,"28-Jul-24",9781804364789,"A Spy Alone","Beaumont Charles",1,9.99,40,5.99,9.99,"Canelo"
705,"Macmillan Distribution (MDL)",62427336,"11-Dec-24",9781804364789,"A Spy Alone","Beaumont Charles",1,9.99,40,5.99,9.99,"Canelo"
706,"Macmillan Distribution (MDL)",62566565,"18-Dec-24",9781804364789,"A Spy Alone","Beaumont Charles",1,9.99,40,5.99,9.99,"Canelo"
707,"Macmillan Distribution (MDL)",58920635,"16-Jul-24",9781804364543,"A Bitter Remedy","Hawkins Alis",2,9.99,40,11.99,19.98,"Canelo"
708,"Macmillan Distribution (MDL)",59505801,"12-Aug-24",9781804364543,"A Bitter Remedy","Hawkins Alis",1,9.99,40,5.99,9.99,"Canelo"
709,"Macmillan Distribution (MDL)",54679674,"15-Jan-24",9781804363027,"An Honourable Thief","Skelton Douglas",1,9.99,40,5.99,9.99,"Canelo Adventure"
710,"Macmillan Distribution (MDL)",56266296,"25-Mar-24",9781804363027,"An Honourable Thief","Skelton Douglas",1,9.99,40,5.99,9.99,"Canelo Adventure"
711,"Macmillan Distribution (MDL)",60378850,"18-Sep-24",9781804363027,"An Honourable Thief","Skelton Douglas",1,9.99,40,5.99,9.99,"Canelo Adventure"
712,"Macmillan Distribution (MDL)",62725949,"24-Dec-24",9781804299678,"MORAL ABDICATION","FASSIN  DIDIER",3,9.99,45,16.48,29.97,"undefined"
713,"Macmillan Distribution (MDL)",61450415,"29-Oct-24",9781804296004,"I  RIGOBERTA MENCHÃ","MENCHÃ  RIGOBERTA",1,19.99,45,10.99,19.99,"undefined"
714,"Macmillan Distribution (MDL)",61450415,"29-Oct-24",9781804293300,"SET MY HEART ON FIRE","SUZUKI  IZUMI",2,11.99,45,13.19,23.98,"Verso Books"
715,"Macmillan Distribution (MDL)",61167136,"17-Oct-24",9781803998022,"Longbow","Hardy Robert",1,18.99,43,10.82,18.99,"undefined"
716,"Macmillan Distribution (MDL)",57479463,"13-May-24",9781803996929,"D-Day: The First 72 Hours","Buckingham William F",2,14.99,43,17.09,29.98,"History Press Limited, The"
717,"Macmillan Distribution (MDL)",60778239,"01-Oct-24",9781803996523,"The Super-Helper Syndrome","Baker Jess",1,12.99,43,7.4,12.99,"undefined"
718,"Macmillan Distribution (MDL)",56051311,"17-Mar-24",9781803995311,"Milk Without Honey","Harms Hanna",1,17.99,43,10.25,17.99,"undefined"
719,"Macmillan Distribution (MDL)",56474883,"01-Apr-24",9781803995311,"Milk Without Honey","Harms Hanna",1,17.99,43,10.25,17.99,"undefined"
720,"Macmillan Distribution (MDL)",54611905,"10-Jan-24",9781803993720,"Paddy Mayne","Ross Hamish",1,12.99,43,7.4,12.99,"History Press Limited, The"
721,"Macmillan Distribution (MDL)",56266296,"25-Mar-24",9781803993096,"Botanical Short Stories","Timpany Emma",1,14.99,43,8.54,14.99,"History Press Limited, The"
722,"Macmillan Distribution (MDL)",56802554,"10-Apr-24",9781803992051,"Scottish Folk Tales of Coast and Se","Muir Tom",1,14.99,43,8.54,14.99,"The History Press"
723,"Macmillan Distribution (MDL)",59763479,"22-Aug-24",9781803992051,"Scottish Folk Tales of Coast and Se","Muir Tom",1,14.99,43,8.54,14.99,"The History Press"
724,"Macmillan Distribution (MDL)",60778239,"01-Oct-24",9781803992051,"Scottish Folk Tales of Coast and Se","Muir Tom",1,14.99,43,8.54,14.99,"The History Press"
725,"Macmillan Distribution (MDL)",61134297,"16-Oct-24",9781803992051,"Scottish Folk Tales of Coast and Se","Muir Tom",1,14.99,43,8.54,14.99,"The History Press"
726,"Macmillan Distribution (MDL)",60561051,"24-Sep-24",9781803369976,"HOLLOW AND THE HAUNTED  THE","RAINES  CAMILLA",2,9.99,50,9.99,19.98,"Titan Books Limited"
727,"Macmillan Distribution (MDL)",62171072,"02-Dec-24",9781803369976,"HOLLOW AND THE HAUNTED  THE","RAINES  CAMILLA",1,9.99,50,5,9.99,"Titan Books Limited"
728,"Macmillan Distribution (MDL)",58608291,"30-Jun-24",9781803369952,"Smothermoss","Alering Alisa",2,9.99,50,9.99,19.98,"Titan Books Limited"
729,"Macmillan Distribution (MDL)",55413082,"18-Feb-24",9781803369686,"Sworn Soldier - What Feasts at Nigh","Kingfisher T.",1,10.99,50,5.5,10.99,"undefined"
730,"Macmillan Distribution (MDL)",58558901,"27-Jun-24",9781803369686,"Sworn Soldier - What Feasts at Nigh","Kingfisher T.",1,10.99,50,5.5,10.99,"undefined"
731,"Macmillan Distribution (MDL)",60561051,"24-Sep-24",9781803369655,"The Bog Wife","Chronister Kay",2,9.99,50,9.99,19.98,"Titan Books Limited"
732,"Macmillan Distribution (MDL)",62281986,"05-Dec-24",9781803369655,"The Bog Wife","Chronister Kay",1,9.99,50,5,9.99,"Titan Books Limited"
733,"Macmillan Distribution (MDL)",59803780,"25-Aug-24",9781803369495,"The House of Last Resort","Golden Christopher",2,9.99,50,9.99,19.98,"Titan Books Limited"
734,"Macmillan Distribution (MDL)",60054311,"04-Sep-24",9781803369495,"The House of Last Resort","Golden Christopher",2,9.99,50,9.99,19.98,"Titan Books Limited"
735,"Macmillan Distribution (MDL)",60378850,"18-Sep-24",9781803369495,"The House of Last Resort","Golden Christopher",1,9.99,50,5,9.99,"Titan Books Limited"
736,"Macmillan Distribution (MDL)",61167136,"17-Oct-24",9781803368764,"Quarry*s Return","Max Allan Collins",1,8.99,50,4.5,8.99,"Titan Books Limited"
737,"Macmillan Distribution (MDL)",61931715,"21-Nov-24",9781803368764,"Quarry*s Return","Max Allan Collins",1,8.99,50,4.5,8.99,"Titan Books Limited"
738,"Macmillan Distribution (MDL)",55022369,"30-Jan-24",9781803367477,"NOBODY'S ANGEL","CLARK  JACK",10,8.99,50,44.95,89.9,"Dorchester Publishing Company, Incorporated"
739,"Macmillan Distribution (MDL)",55595407,"26-Feb-24",9781803367477,"NOBODY'S ANGEL","CLARK  JACK",2,8.99,50,8.99,17.98,"Dorchester Publishing Company, Incorporated"
740,"Macmillan Distribution (MDL)",55818457,"03-Mar-24",9781803367477,"NOBODY'S ANGEL","CLARK  JACK",2,8.99,50,8.99,17.98,"Dorchester Publishing Company, Incorporated"
741,"Macmillan Distribution (MDL)",56266296,"25-Mar-24",9781803367477,"NOBODY'S ANGEL","CLARK  JACK",2,8.99,50,8.99,17.98,"Dorchester Publishing Company, Incorporated"
742,"Macmillan Distribution (MDL)",56776677,"09-Apr-24",9781803367477,"NOBODY'S ANGEL","CLARK  JACK",3,8.99,50,13.49,26.97,"Dorchester Publishing Company, Incorporated"
743,"Macmillan Distribution (MDL)",59632102,"19-Aug-24",9781803367477,"NOBODY'S ANGEL","CLARK  JACK",1,8.99,50,4.5,8.99,"Dorchester Publishing Company, Incorporated"
744,"Macmillan Distribution (MDL)",59814871,"26-Aug-24",9781803367477,"NOBODY'S ANGEL","CLARK  JACK",1,8.99,50,4.5,8.99,"Dorchester Publishing Company, Incorporated"
745,"Macmillan Distribution (MDL)",60664187,"29-Sep-24",9781803367477,"NOBODY'S ANGEL","CLARK  JACK",1,8.99,50,4.5,8.99,"Dorchester Publishing Company, Incorporated"
746,"Macmillan Distribution (MDL)",61726259,"12-Nov-24",9781803367477,"NOBODY'S ANGEL","CLARK  JACK",1,8.99,50,4.5,8.99,"Dorchester Publishing Company, Incorporated"
747,"Macmillan Distribution (MDL)",62335679,"08-Dec-24",9781803367477,"NOBODY'S ANGEL","CLARK  JACK",1,8.99,50,4.5,8.99,"Dorchester Publishing Company, Incorporated"
748,"Macmillan Distribution (MDL)",62725949,"24-Dec-24",9781803367477,"NOBODY'S ANGEL","CLARK  JACK",1,8.99,50,4.5,8.99,"Dorchester Publishing Company, Incorporated"
749,"Macmillan Distribution (MDL)",55871633,"05-Mar-24",9781803367132,"The Art and Soul of Dune: Part Two","Lapointe Tanya",1,50,50,25,50,"Titan Books Limited"
750,"Macmillan Distribution (MDL)",57019314,"22-Apr-24",9781803366999,"INTO THE NIGHT","WOOLRICH  CORNELL",2,8.99,50,8.99,17.98,"Titan Books Limited"
751,"Macmillan Distribution (MDL)",56846020,"14-Apr-24",9781803366821,"Schrader's Chord","Leeds Scott",1,9.99,50,5,9.99,"St. Martin's Press"
752,"Macmillan Distribution (MDL)",58306333,"17-Jun-24",9781803366821,"Schrader's Chord","Leeds Scott",1,9.99,50,5,9.99,"St. Martin's Press"
753,"Macmillan Distribution (MDL)",59632102,"19-Aug-24",9781803366821,"Schrader's Chord","Leeds Scott",1,9.99,50,5,9.99,"St. Martin's Press"
754,"Macmillan Distribution (MDL)",59926645,"30-Aug-24",9781803366821,"Schrader's Chord","Leeds Scott",1,9.99,50,5,9.99,"St. Martin's Press"
755,"Macmillan Distribution (MDL)",60925932,"07-Oct-24",9781803366821,"Schrader's Chord","Leeds Scott",1,9.99,50,5,9.99,"St. Martin's Press"
756,"Macmillan Distribution (MDL)",61726259,"12-Nov-24",9781803366821,"Schrader's Chord","Leeds Scott",1,9.99,50,5,9.99,"St. Martin's Press"
757,"Macmillan Distribution (MDL)",55554115,"25-Feb-24",9781803366265,"DEATH COMES TOO LATE","ARDAI  CHARLES",1,9.99,50,5,9.99,"Titan Books Limited"
758,"Macmillan Distribution (MDL)",58361237,"19-Jun-24",9781803366265,"DEATH COMES TOO LATE","ARDAI  CHARLES",1,9.99,50,5,9.99,"Titan Books Limited"
759,"Macmillan Distribution (MDL)",62566565,"18-Dec-24",9781803366265,"DEATH COMES TOO LATE","ARDAI  CHARLES",1,9.99,50,5,9.99,"Titan Books Limited"
760,"Macmillan Distribution (MDL)",56776677,"09-Apr-24",9781803365909,"BOTANICAL DAUGHTER  A","MEDLOCK  NOAH",1,9.99,50,5,9.99,"Titan Books Limited"
761,"Macmillan Distribution (MDL)",57376222,"07-May-24",9781803365909,"BOTANICAL DAUGHTER  A","MEDLOCK  NOAH",1,9.99,50,5,9.99,"Titan Books Limited"
762,"Macmillan Distribution (MDL)",59309115,"31-Jul-24",9781803365909,"BOTANICAL DAUGHTER  A","MEDLOCK  NOAH",1,9.99,50,5,9.99,"Titan Books Limited"
763,"Macmillan Distribution (MDL)",58078586,"10-Jun-24",9781803365657,"SMALL TOWN HORROR","MALFI  RONALD",2,18.99,50,18.99,37.98,"Titan Books Limited"
764,"Macmillan Distribution (MDL)",60516234,"23-Sep-24",9781803365657,"SMALL TOWN HORROR","MALFI  RONALD",1,18.99,50,9.5,18.99,"Titan Books Limited"
765,"Macmillan Distribution (MDL)",58505425,"25-Jun-24",9781803365527,"FAN WHO KNEW TOO MUCH  THE","FOUNTAIN  NEV",2,9.99,50,9.99,19.98,"Titan Books Limited"
766,"Macmillan Distribution (MDL)",60516234,"23-Sep-24",9781803365473,"DREADFUL","ROZAKIS  CAITLIN",1,9.99,50,5,9.99,"Titan Books Limited"
767,"Macmillan Distribution (MDL)",62483732,"15-Dec-24",9781803365336,"Calypso","Oliver K. Langmead",1,12.99,50,6.5,12.99,"Titan Books Limited"
768,"Macmillan Distribution (MDL)",58505425,"25-Jun-24",9781803365183,"Bury Your Gays","Tingle Chuck",3,9.99,50,14.99,29.97,"Titan Books Limited"
769,"Macmillan Distribution (MDL)",58661699,"02-Jul-24",9781803365183,"Bury Your Gays","Tingle Chuck",3,9.99,50,14.99,29.97,"Titan Books Limited"
770,"Macmillan Distribution (MDL)",58747038,"07-Jul-24",9781803365183,"Bury Your Gays","Tingle Chuck",2,9.99,50,9.99,19.98,"Titan Books Limited"
771,"Macmillan Distribution (MDL)",58951999,"17-Jul-24",9781803365183,"Bury Your Gays","Tingle Chuck",3,9.99,50,14.99,29.97,"Titan Books Limited"
772,"Macmillan Distribution (MDL)",58951999,"17-Jul-24",9781803365183,"Bury Your Gays","Tingle Chuck",1,9.99,50,5,9.99,"Titan Books Limited"
773,"Macmillan Distribution (MDL)",59076145,"23-Jul-24",9781803365183,"Bury Your Gays","Tingle Chuck",1,9.99,50,5,9.99,"Titan Books Limited"
774,"Macmillan Distribution (MDL)",59250234,"29-Jul-24",9781803365183,"Bury Your Gays","Tingle Chuck",2,9.99,50,9.99,19.98,"Titan Books Limited"
775,"Macmillan Distribution (MDL)",59632102,"19-Aug-24",9781803365183,"Bury Your Gays","Tingle Chuck",2,9.99,50,9.99,19.98,"Titan Books Limited"
776,"Macmillan Distribution (MDL)",59814871,"26-Aug-24",9781803365183,"Bury Your Gays","Tingle Chuck",3,9.99,50,14.99,29.97,"Titan Books Limited"
777,"Macmillan Distribution (MDL)",60516234,"23-Sep-24",9781803365183,"Bury Your Gays","Tingle Chuck",2,9.99,50,9.99,19.98,"Titan Books Limited"
778,"Macmillan Distribution (MDL)",60516234,"23-Sep-24",9781803365183,"Bury Your Gays","Tingle Chuck",2,9.99,50,9.99,19.98,"Titan Books Limited"
779,"Macmillan Distribution (MDL)",61046665,"13-Oct-24",9781803365183,"Bury Your Gays","Tingle Chuck",1,9.99,50,5,9.99,"Titan Books Limited"
780,"Macmillan Distribution (MDL)",61046665,"13-Oct-24",9781803365183,"Bury Your Gays","Tingle Chuck",1,9.99,50,5,9.99,"Titan Books Limited"
781,"Macmillan Distribution (MDL)",61076823,"14-Oct-24",9781803365183,"Bury Your Gays","Tingle Chuck",2,9.99,50,9.99,19.98,"Titan Books Limited"
782,"Macmillan Distribution (MDL)",61242936,"22-Oct-24",9781803365183,"Bury Your Gays","Tingle Chuck",20,9.99,50,99.9,199.8,"Titan Books Limited"
783,"Macmillan Distribution (MDL)",56429888,"28-Mar-24",9781803365114,"Camp Damascus","Tingle Chuck",1,8.99,50,4.5,8.99,"Titan Books Limited"
784,"Macmillan Distribution (MDL)",57696014,"23-May-24",9781803364865,"HOW LIKE A GOD","STOUT  REX",3,8.99,50,13.49,26.97,"Titan Books Limited"
785,"Macmillan Distribution (MDL)",59632102,"19-Aug-24",9781803364865,"HOW LIKE A GOD","STOUT  REX",1,8.99,50,4.5,8.99,"Titan Books Limited"
786,"Macmillan Distribution (MDL)",60664187,"29-Sep-24",9781803364865,"HOW LIKE A GOD","STOUT  REX",1,8.99,50,4.5,8.99,"Titan Books Limited"
787,"Macmillan Distribution (MDL)",55392905,"15-Feb-24",9781803364674,"Dawnshard: A Stormlight Archive","Sanderson Brandon",1,8.99,50,4.5,8.99,"Titan Books Limited"
788,"Macmillan Distribution (MDL)",56429888,"28-Mar-24",9781803364674,"Dawnshard: A Stormlight Archive","Sanderson Brandon",1,8.99,50,4.5,8.99,"Titan Books Limited"
789,"Macmillan Distribution (MDL)",57661679,"22-May-24",9781803364674,"Dawnshard: A Stormlight Archive","Sanderson Brandon",1,8.99,50,4.5,8.99,"Titan Books Limited"
790,"Macmillan Distribution (MDL)",58125541,"12-Jun-24",9781803364674,"Dawnshard: A Stormlight Archive","Sanderson Brandon",1,8.99,50,4.5,8.99,"Titan Books Limited"
791,"Macmillan Distribution (MDL)",54995770,"29-Jan-24",9781803364544,"BRIAR BOOK OF THE DEAD  THE","SLATTER  A. G.",2,9.99,50,9.99,19.98,"Titan Books Limited"
792,"Macmillan Distribution (MDL)",58474023,"24-Jun-24",9781803364544,"BRIAR BOOK OF THE DEAD  THE","SLATTER  A. G.",1,9.99,50,5,9.99,"Titan Books Limited"
793,"Macmillan Distribution (MDL)",55170627,"05-Feb-24",9781803364520,"All Hallows","Golden Christopher",1,8.99,50,4.5,8.99,"Titan Books Limited"
794,"Macmillan Distribution (MDL)",58803167,"09-Jul-24",9781803364520,"All Hallows","Golden Christopher",1,8.99,50,4.5,8.99,"Titan Books Limited"
795,"Macmillan Distribution (MDL)",59505801,"12-Aug-24",9781803364520,"All Hallows","Golden Christopher",1,8.99,50,4.5,8.99,"Titan Books Limited"
796,"Macmillan Distribution (MDL)",60096146,"08-Sep-24",9781803364520,"All Hallows","Golden Christopher",1,8.99,50,4.5,8.99,"Titan Books Limited"
797,"Macmillan Distribution (MDL)",60925932,"07-Oct-24",9781803364520,"All Hallows","Golden Christopher",1,8.99,50,4.5,8.99,"Titan Books Limited"
798,"Macmillan Distribution (MDL)",61858392,"19-Nov-24",9781803364520,"All Hallows","Golden Christopher",1,8.99,50,4.5,8.99,"Titan Books Limited"
799,"Macmillan Distribution (MDL)",54484024,"02-Jan-24",9781803364483,"FAST CHARLIE","GISCHLER  VICTOR",1,8.99,50,4.5,8.99,"Titan Books Limited"
800,"Macmillan Distribution (MDL)",55075160,"31-Jan-24",9781803364407,"INANNA","WILSON  EMILY H.",1,9.99,50,5,9.99,"Titan Books Limited"
801,"Macmillan Distribution (MDL)",55392905,"15-Feb-24",9781803364407,"INANNA","WILSON  EMILY H.",1,9.99,50,5,9.99,"Titan Books Limited"
802,"Macmillan Distribution (MDL)",58447204,"23-Jun-24",9781803364292,"Horror Movie","Tremblay Paul",1,19.99,50,10,19.99,"Titan Books Limited"
803,"Macmillan Distribution (MDL)",58447204,"23-Jun-24",9781803364292,"Horror Movie","Tremblay Paul",2,19.99,50,19.99,39.98,"Titan Books Limited"
804,"Macmillan Distribution (MDL)",58747038,"07-Jul-24",9781803364292,"Horror Movie","Tremblay Paul",1,19.99,50,10,19.99,"Titan Books Limited"
805,"Macmillan Distribution (MDL)",58839129,"10-Jul-24",9781803364292,"Horror Movie","Tremblay Paul",1,19.99,50,10,19.99,"Titan Books Limited"
806,"Macmillan Distribution (MDL)",58951999,"17-Jul-24",9781803364292,"Horror Movie","Tremblay Paul",3,19.99,50,29.99,59.97,"Titan Books Limited"
807,"Macmillan Distribution (MDL)",59250234,"29-Jul-24",9781803364292,"Horror Movie","Tremblay Paul",2,19.99,50,19.99,39.98,"Titan Books Limited"
808,"Macmillan Distribution (MDL)",60755921,"30-Sep-24",9781803364292,"Horror Movie","Tremblay Paul",1,19.99,50,10,19.99,"Titan Books Limited"
809,"Macmillan Distribution (MDL)",60755921,"30-Sep-24",9781803364292,"Horror Movie","Tremblay Paul",1,19.99,50,10,19.99,"Titan Books Limited"
810,"Macmillan Distribution (MDL)",61076823,"14-Oct-24",9781803364292,"Horror Movie","Tremblay Paul",3,19.99,50,29.99,59.97,"Titan Books Limited"
811,"Macmillan Distribution (MDL)",55896725,"06-Mar-24",9781803364230,"Thornhedge","Kingfisher T.",1,10.99,50,5.5,10.99,"Titan Books Limited"
812,"Macmillan Distribution (MDL)",56118653,"19-Mar-24",9781803364230,"Thornhedge","Kingfisher T.",1,10.99,50,5.5,10.99,"Titan Books Limited"
813,"Macmillan Distribution (MDL)",62023049,"25-Nov-24",9781803364230,"Thornhedge","Kingfisher T.",1,10.99,50,5.5,10.99,"Titan Books Limited"
814,"Macmillan Distribution (MDL)",57479463,"13-May-24",9781803364186,"Addie LaRue Illustrated Edn","Schwab V.E.",1,19.99,50,10,19.99,"Titan Books Limited"
815,"Macmillan Distribution (MDL)",58125541,"12-Jun-24",9781803364186,"Addie LaRue Illustrated Edn","Schwab V.E.",1,19.99,50,10,19.99,"Titan Books Limited"
816,"Macmillan Distribution (MDL)",58712986,"04-Jul-24",9781803364186,"Addie LaRue Illustrated Edn","Schwab V.E.",1,19.99,50,10,19.99,"Titan Books Limited"
817,"Macmillan Distribution (MDL)",59926645,"30-Aug-24",9781803364186,"Addie LaRue Illustrated Edn","Schwab V.E.",1,19.99,50,10,19.99,"Titan Books Limited"
818,"Macmillan Distribution (MDL)",61134297,"16-Oct-24",9781803364186,"Addie LaRue Illustrated Edn","Schwab V.E.",1,19.99,50,10,19.99,"Titan Books Limited"
819,"Macmillan Distribution (MDL)",57203913,"29-Apr-24",9781803364131,"LOWDOWN ROAD","VON DOVIAK  SCOTT",1,8.99,50,4.5,8.99,"Titan Books Limited"
820,"Macmillan Distribution (MDL)",57233928,"30-Apr-24",9781803364032,"The House that Horror Built","Henry  Christina",2,9.99,50,9.99,19.98,"undefined"
821,"Macmillan Distribution (MDL)",57635554,"21-May-24",9781803364032,"The House that Horror Built","Henry  Christina",1,9.99,50,5,9.99,"undefined"
822,"Macmillan Distribution (MDL)",61046665,"13-Oct-24",9781803364032,"The House that Horror Built","Henry  Christina",1,9.99,50,5,9.99,"undefined"
823,"Macmillan Distribution (MDL)",55554115,"25-Feb-24",9781803363776,"TREES GREW BECAUSE I BLED  THE","LAROCCA  ERIC",1,8.99,50,4.5,8.99,"Titan Books Limited"
824,"Macmillan Distribution (MDL)",54842826,"23-Jan-24",9781803363707,"The Other Lives of Miss Emily White","Elwood A.J.",1,9.99,50,5,9.99,"undefined"
825,"Macmillan Distribution (MDL)",56474883,"01-Apr-24",9781803363707,"The Other Lives of Miss Emily White","Elwood A.J.",1,9.99,50,5,9.99,"undefined"
826,"Macmillan Distribution (MDL)",56776677,"09-Apr-24",9781803363707,"The Other Lives of Miss Emily White","Elwood A.J.",1,9.99,50,5,9.99,"undefined"
827,"Macmillan Distribution (MDL)",59814871,"26-Aug-24",9781803363707,"The Other Lives of Miss Emily White","Elwood A.J.",1,9.99,50,5,9.99,"undefined"
828,"Macmillan Distribution (MDL)",55896725,"06-Mar-24",9781803363684,"MARKET OF DREAMS AND DESTIN  A","GALEY  TRIP",1,8.99,50,4.5,8.99,"Titan Books Limited"
829,"Macmillan Distribution (MDL)",57479463,"13-May-24",9781803363585,"When Among Crows","Roth Veronica",3,12.99,50,19.49,38.97,"undefined"
830,"Macmillan Distribution (MDL)",58540131,"26-Jun-24",9781803363585,"When Among Crows","Roth Veronica",1,12.99,50,6.5,12.99,"undefined"
831,"Macmillan Distribution (MDL)",59309115,"31-Jul-24",9781803363585,"When Among Crows","Roth Veronica",1,12.99,50,6.5,12.99,"undefined"
832,"Macmillan Distribution (MDL)",59371503,"04-Aug-24",9781803363585,"When Among Crows","Roth Veronica",1,12.99,50,6.5,12.99,"undefined"
833,"Macmillan Distribution (MDL)",59632102,"19-Aug-24",9781803363585,"When Among Crows","Roth Veronica",1,12.99,50,6.5,12.99,"undefined"
834,"Macmillan Distribution (MDL)",61607594,"06-Nov-24",9781803363523,"THE UNOFFICIAL GHIBLI COOKBOOK","VILANOVA  THIBAUD",1,24.99,50,12.5,24.99,"Titan Books Limited"
835,"Macmillan Distribution (MDL)",54995770,"29-Jan-24",9781803363394,"The Waking of Angantyr","Brennan Marie",1,9.99,50,5,9.99,"Titan Books Limited"
836,"Macmillan Distribution (MDL)",56474883,"01-Apr-24",9781803362809,"Art & Soul of Blade Runner 2049 Rev","Lapointe Tanya",1,45,50,22.5,45,"Titan Books Limited"
837,"Macmillan Distribution (MDL)",55392905,"15-Feb-24",9781803362205,"A Venom Dark and Sweet","Lin Judy I.",1,8.99,50,4.5,8.99,"Titan Books Limited"
838,"Macmillan Distribution (MDL)",57376222,"07-May-24",9781803362205,"A Venom Dark and Sweet","Lin Judy I.",1,8.99,50,4.5,8.99,"Titan Books Limited"
839,"Macmillan Distribution (MDL)",55392905,"15-Feb-24",9781803362182,"A Magic Steeped In Poison","Lin Judy I.",1,8.99,50,4.5,8.99,"Titan Books Limited"
840,"Macmillan Distribution (MDL)",58306333,"17-Jun-24",9781803362182,"A Magic Steeped In Poison","Lin Judy I.",1,8.99,50,4.5,8.99,"Titan Books Limited"
